param_name,expanded_key,param_value,audience_reserve_final,treasury_runway_epochs,final_amm_price,data_asset_value_final
validator_sell_propensity,,0.1,14345629.160536863,9999.0,0.10093846164762131,1448025.7388318481
validator_sell_propensity,,0.12222222222222223,14345630.246852877,9999.0,0.10028733123095976,1438684.9722830094
validator_sell_propensity,,0.14444444444444446,14345587.700506255,9999.0,0.10006893710068365,1435547.7132743015
validator_sell_propensity,,0.16666666666666669,14345592.449355358,9999.0,0.10096857452814545,1448454.0203731372
validator_sell_propensity,,0.1888888888888889,14345677.221671592,9999.0,0.10022135218307172,1437743.1691378185
validator_sell_propensity,,0.21111111111111114,14345694.01886172,9999.0,0.10015553461748795,1436800.6539179948
validator_sell_propensity,,0.23333333333333336,14345704.673238605,9999.0,0.10003497532383754,1435072.2129904847
validator_sell_propensity,,0.2555555555555556,14345642.972648693,9999.0,0.10085760947479808,1446867.2566002833
validator_sell_propensity,,0.2777777777777778,14345641.938592585,9999.0,0.1008015905422714,1446063.5247600463
validator_sell_propensity,,0.30000000000000004,14345651.269519746,9999.0,0.10074953567470006,1445317.704355286
user_sell_ratio,,0.4,14845614.288621914,9999.0,0.10073824913872707,1495521.190824641
user_sell_ratio,,0.4666666666666667,14845627.557927486,2.7389520190998686,0.10081901080908796,1496721.4852303853
user_sell_ratio,,0.5333333333333333,14845592.317677556,2.625500399028751,0.10068129863195538,1494673.5135043566
user_sell_ratio,,0.6000000000000001,14345550.953268006,9999.0,0.10073922276825366,1445159.6532145992
user_sell_ratio,,0.6666666666666667,14345594.664004235,9999.0,0.10082899760919488,1446451.930079362
user_sell_ratio,,0.7333333333333334,14345634.145117955,9999.0,0.10040447789066234,1440365.9063510266
user_sell_ratio,,0.8,14345685.62364445,9999.0,0.10018043013168891,1437156.956310687
user_sell_ratio,,0.8666666666666667,14345590.181570375,9999.0,0.10002849299428156,1434967.7669760466
user_sell_ratio,,0.9333333333333333,14345590.793321026,9999.0,0.10027193513063372,1438460.1494385023
user_sell_ratio,,1.0,14345597.396456365,9999.0,0.10025014013017058,1438148.1492457609
claim_rate_by_cohort,passive_viewers,0.05,14345685.544860559,9999.0,0.10018043812182024,1437157.0630419943
claim_rate_by_cohort,passive_viewers,0.061111111111111116,14345685.562371507,9999.0,0.10018043634591219,1437157.0393196302
claim_rate_by_cohort,passive_viewers,0.07222222222222223,14345685.579880506,9999.0,0.10018043457019109,1437157.0155997528
claim_rate_by_cohort,passive_viewers,0.08333333333333334,14345685.597387543,9999.0,0.10018043279465184,1437156.9918822877
