epoch,audience_reserve,reserve_ratio,treasury,treasury_runway_estimate,total_claims_issued,total_claims_vesting,total_claims_available,total_claims_queued,total_claims_settled,settlement_requested_epoch,settlement_executed_epoch,settlement_queue,settlement_pressure_ratio,utility_spend_epoch,treasury_fees_epoch,provider_payments_epoch,tokens_burned_epoch,cumulative_tokens_burned,ecosystem_inflow_epoch,throttle_multiplier,throttle_active,reserve_floor_breach,repetition_run,iteration_time,run_id,scenario_id,config_hash,seed
48,4992398.239058707,0.9984796478117414,4901885.22615546,9999.0,41192.30769230773,2574.519230769231,13278.585323884554,0.0,25339.2031376539,0,236.3995275062412,-8.526512829121202e-14,-1.7053025658242405e-18,236.24429797753783,59.06107449438446,165.3710085842765,11.812214898876892,377.04523109184015,50000.0,1.0,0,0,0,48,z1-solvency-stable-v1,z1-solvency-stable-v1,ff716126acee8e14992f7047bed61363405d7c7240f82f537537640f9689d243,42
49,4992160.766796254,0.9984321533592507,4951944.557801048,9999.0,42050.48076923081,2574.519230769231,13345.18419263242,0.0,26130.777345829116,0,237.47226245256385,-8.526512829121202e-14,-1.7053025658242405e-18,237.32658235533967,59.33164558883492,166.12860764873776,11.866329117766982,388.91156020960716,50000.0,1.0,0,0,0,49,z1-solvency-stable-v1,z1-solvency-stable-v1,ff716126acee8e14992f7047bed61363405d7c7240f82f537537640f9689d243,42
50,4991922.277461539,0.9983844554923078,5002004.145935473,9999.0,42908.65384615389,2574.519230769231,13408.39282051013,0.0,26925.741794874484,0,238.48933471361028,-8.526512829121202e-14,-1.7053025658242405e-18,238.35253770216536,59.58813442554134,166.8467763915158,11.91762688510827,400.82918709471545,50000.0,1.0,0,0,0,50,z1-solvency-stable-v1,z1-solvency-stable-v1,ff716126acee8e14992f7047bed61363405d7c7240f82f537537640f9689d243,42
51,4991682.823729359,0.9983365647458717,5052063.977236878,9999.0,43766.826923076966,2574.519230769231,13468.38679016448,0.0,27723.92090214321,0,239.4537321806174,-1.1368683772161603e-13,-2.2737367544323208e-18,239.32520562331194,59.831301405827986,167.52764393631836,11.966260281165596,412.7954473758811,50000.0,1.0,0,0,0,51,z1-solvency-stable-v1,z1-solvency-stable-v1,ff716126acee8e14992f7047bed61363405d7c7240f82f537537640f9689d243,42
52,4991442.455456808,0.9982884910913616,5102124.039100023,9999.0,44625.000000000044,2574.519230769231,13525.332291920602,0.0,28525.148477310166,0,240.3682725500866,-1.4210854715202004e-13,-2.842170943040401e-18,240.2474525782851,60.06186314457128,168.17321680479955,12.012372628914255,424.80782000479536,50000.0,1.0,0,0,0,52,z1-solvency-stable-v1,z1-solvency-stable-v1,ff716126acee8e14992f7047bed61363405d7c7240f82f537537640f9689d243,42
53,4991201.219842846,0.9982402439685691,5152184.31959528,9999.0,45483.17307692312,2574.519230769231,13579.386655636315,0.0,29329.26719051753,0,241.23561396220893,-1.4210854715202004e-13,-2.842170943040401e-18,241.12198102694518,60.280495256736295,168.78538671886162,12.05609905134726,436.8639190561426,50000.0,1.0,0,0,0,53,z1-solvency-stable-v1,z1-solvency-stable-v1,ff716126acee8e14992f7047bed61363405d7c7240f82f537537640f9689d243,42
54,4990959.161577959,0.9981918323155917,5202244.807430222,9999.0,46341.3461538462,2574.519230769231,13630.698849602057,0.0,30136.12807347486,0,242.05826488720038,-1.4210854715202004e-13,-2.842170943040401e-18,241.9513397671809,60.48783494179523,169.36593783702665,12.097566988359047,448.96148604450167,50000.0,1.0,0,0,0,54,z1-solvency-stable-v1,z1-solvency-stable-v1,ff716126acee8e14992f7047bed61363405d7c7240f82f537537640f9689d243,42
55,4990716.322984639,0.9981432645969277,5252305.491913605,9999.0,47199.51923076928,2574.519230769231,13679.409948790928,0.0,30945.59005120907,0,242.83859332026194,-1.4210854715202004e-13,-2.842170943040401e-18,242.73793353147173,60.68448338286793,169.91655347203022,12.136896676573587,461.09838272107527,50000.0,1.0,0,0,0,55,z1-solvency-stable-v1,z1-solvency-stable-v1,ff716126acee8e14992f7047bed61363405d7c7240f82f537537640f9689d243,42
56,4990472.744149298,0.9980945488298597,5302366.362921581,9999.0,48057.692307692356,2574.519230769231,13725.653574579435,0.0,31757.519502343643,0,243.57883534037137,-1.4210854715202004e-13,-2.842170943040401e-18,243.48403190337365,60.87100797584341,170.43882233236155,12.174201595168682,473.2725843162439,50000.0,1.0,0,0,0,56,z1-solvency-stable-v1,z1-solvency-stable-v1,ff716126acee8e14992f7047bed61363405d7c7240f82f537537640f9689d243,42
57,4990228.4630462155,0.9980456926092431,5352427.410865983,9999.0,48915.865384615434,2574.519230769231,13769.556307892022,0.0,32571.789845954132,0,244.28110308314737,-1.4210854715202004e-13,-2.842170943040401e-18,244.19177760928153,61.04794440232038,170.9342443264971,12.209588880464079,485.482173196708,50000.0,1.0,0,0,0,57,z1-solvency-stable-v1,z1-solvency-stable-v1,ff716126acee8e14992f7047bed61363405d7c7240f82f537537640f9689d243,42
58,4989983.515654041,0.9979967031308082,5402488.626664542,9999.0,49774.03846153851,2574.519230769231,13811.238077569917,0.0,33388.281153199314,0,244.94739217355448,-1.4210854715202004e-13,-2.842170943040401e-18,244.86319423572527,61.21579855893132,171.4042359650077,12.243159711786264,497.72533290849424,50000.0,1.0,0,0,0,58,z1-solvency-stable-v1,z1-solvency-stable-v1,ff716126acee8e14992f7047bed61363405d7c7240f82f537537640f9689d243,42
59,4989737.936065382,0.9979475872130764,5452550.001712896,9999.0,50632.21153846159,2574.519230769231,13850.81252562573,0.0,34206.879782066586,0,245.5795886601794,-1.4210854715202004e-13,-2.842170943040401e-18,245.50019341787169,61.37504835446791,171.85013539251014,12.275009670893583,510.0003425793878,50000.0,1.0,0,0,0,59,z1-solvency-stable-v1,z1-solvency-stable-v1,ff716126acee8e14992f7047bed61363405d7c7240f82f537537640f9689d243,42
60,4989491.756589893,0.9978983513179787,5502611.5278582815,9999.0,51490.38461538467,2574.519230769231,13888.387350918254,0.0,35027.47803369714,0,246.17947548916595,-1.7053025658242404e-13,-3.410605131648481e-18,246.10458154078532,61.52614538519633,172.27320707854972,12.305229077039266,522.3055716564271,50000.0,1.0,0,0,0,60,z1-solvency-stable-v1,z1-solvency-stable-v1,ff716126acee8e14992f7047bed61363405d7c7240f82f537537640f9689d243,42
